unitat_funcional_gestora_organic_,tipologia_contracte,numero_de_lexpedient,exercici_de_lexpedient,objecte_del_contracte,import_dadjudicacio_amb_iva,data_inici_execucio,data_fi_execucio,denominacio_empresa_adjudicataria,nif_empresa_adjudicataria
Gerència de Pressupostos i Hisenda,Serveis,22002926,2022, Integració tràmits aprovació despeses sistema SAP,18077.4,,,LAMBDA NORTE S.L.,B84447366
Districte d' Horta-Guinardó,Serveis,22002774,2022,C - Red Proj Modif mur carrer Lisboa 122,4779.5,2022-09-29,2022-10-29 00:00:00,LANDEM PROJECT MANAGEMENT SL,B67215038
Districte de l'Eixample,Serveis,22002623,2022,Redac_proj.reurbanització espai Apacheta,5142.5,,,LEKU STUDIO  SLP,B67346841
Districte de Gràcia,Serveis,22002658,2022,Diagnosi Coeducació,16093.0,2022-08-01,2022-12-30 00:00:00,"L'ESBERLA, SCCL",F65950149
Districte de Sant Martí,Serveis,22002770,2022,Visites guiades teatralitzades eixos comercials,12705.0,,,L'ESPECTACLERIA SL,B66048034
Gerència de Recursos,Serveis,22002246,2022,"Direcció d'art, disseny i maquetació L'Ùltim natur",6300.0,,,L'ESTUDI DE LA MIRADA SL,B67296699
Gerència de Mobilitat i Infraestructures,Serveis,22002874,2022,Proj. exec. de substitució de l’enllumenat túnels,16879.11,2022-09-19,2022-12-31 00:00:00,LETTER INGENIEROS SL,B19522028
Districte de Nou Barris,Obres,22002591,2022,"OBRES ESBARDISSAMENT BARRIS T BARÓ, C MERIDIANA I",38780.5,2022-08-10,2022-10-28 00:00:00,LIMPIEZAS DEYSE SL,B08383085
Districte de Sant Martí,Serveis,22002304,2022,Serveis desconnexió 10 quioscos Dte Sant Martí,5293.75,,,LINEAS Y MONTAJES ELECTRICOS Y,A58634320
Districte de Nou Barris,Serveis,22002640,2022,ACTIVITATS D'ESTIU A VILAPICINA,15977.22,2022-07-29,2022-08-31 00:00:00,"LLOP GESTIO ESPORTIVA, SL",B62538228
Districte de Nou Barris,Serveis,22002354,2022,TRACTAMENT XILÒFAGS AL POLIESPORTIU VALLDAURA,2395.8,2022-07-15,2023-07-14 00:00:00,LOKIMICA SA,A03063963
Districte de Gràcia,Obres,22002945,2022,Obres millora entorn escola J.M. Jujol i Inst Vila,48228.07,2022-09-27,2022-12-31 00:00:00,"M. I J. GRUAS, S.A.",A25031576
Gerència de Recursos,Serveis,22002051,2022,Assessoria Eixos Verds,484.0,,,MADARIAGA ASSESSORS SL,B66168188
Gerència de Recursos,Serveis,22002510,2022,ESTAND  PUBLICACIONS FIRA LIBER 2022,18096.76,,,MANDARUIXA DESIGN S.L,B64638786
Gerència Medi Ambient i Serveis Urbans,Serveis,22002550,2022,Redacció guia enverdir entitats,16933.88,2022-09-14,2022-12-31 00:00:00,MATAALTA ESTUDIO S.L.U.,B06870018
Districte de Sants-Montjuïc,Obres,22002583,2022,Instal·lació contra-incendis CB Can Clos,20333.57,2022-08-01,2022-10-31 00:00:00,MATERIALS SERVIMAT SL,B65284390
Gerència de Pressupostos i Hisenda,Serveis,22002250,2022,Preparació ETI i ITI FEDER,17756.75,,,MEDCAT EXPERTS SL,B65249005
Districte de Gràcia,Serveis,22002534,2022,Activitat embolcalls sostenibles entrepans,459.8,2022-09-10,2022-09-10 00:00:00,MEL.EDUCACIO AMBIENTAL,G66148271
Gerència de Mobilitat i Infraestructures,Serveis,22002565,2022,Plans d'Autoprotecció de túnels viaris urbans BCN,16696.79,2022-08-04,2022-12-31 00:00:00,"META ENGINEERING, S.A",A08646226
Districte d' Horta-Guinardó,Serveis,22002720,2022,SG - Red Proj Exec cruïlla Sagàs-Olvan,7042.2,2022-09-01,2022-12-31 00:00:00,"META ENGINEERING, S.A",A08646226
Districte de Sants-Montjuïc,Serveis,22002587,2022,Manteniment Taula de Gestió de la Via Pública,7139.0,2022-09-15,2023-07-15 00:00:00,METRICS VISIO CONSULTING SL,B64831647
Districte de Ciutat Vella,Obres,22002698,2022,Ref/ren planta baixa Biblioteca la Fraternitat,46384.32,2022-08-29,2022-09-15 00:00:00,MIATEC INNOVA SL,B62792783
Gerència de Recursos,Obres,22002618,2022,Obres reparació defectes ECA REBT i legalitzacions,22502.21,,,MIATEC INNOVA SL,B62792783
Districte de Ciutat Vella,Obres,22002659,2022,Esmena deficiències PRL CC Convent de Sant Agustí,11127.62,2022-08-01,2022-09-15 00:00:00,MIATEC INNOVA SL,B62792783
Districte de Ciutat Vella,Obres,22002611,2022,"Instal·lació elèctrica local c/ Carders, 33",5785.29,2022-07-29,2022-09-01 00:00:00,MIATEC INNOVA SL,B62792783
Districte de Ciutat Vella,Serveis,22002612,2022,Adequació porta emergència c/Rec a Hotel Entitats,5632.74,2022-07-29,2022-09-01 00:00:00,MIATEC INNOVA SL,B62792783
Districte de Ciutat Vella,Obres,22002902,2022,Quadre llums Escola Pere Vila,5416.9,,,MIATEC INNOVA SL,B62792783
Districte de Ciutat Vella,Serveis,22003004,2022,Neteja cobertes edificis CV,2116.65,,,MIATEC INNOVA SL,B62792783
Districte de Nou Barris,Obres,22002735,2022,OBRES CONSTRUCCIO MAGATZEM CAMPILLO DE LA VIRGEN,48269.32,2022-09-05,2022-12-09 00:00:00,"MICROARQUITECTURA, SL",B60760386
Gerència de Recursos,Serveis,22002970,2022,Trobada de treball DSEM instal·lacions la Granja,4658.5,,,MIRADA GRANJA SL,B67123018
Districte de Sants-Montjuïc,Obres,22002664,2022,Adequació coberta SEU Dte com a hort urbà,44995.62,2022-09-06,2022-11-02 00:00:00,"MONTALGLASS, SL",B63560965
Districte de Ciutat Vella,Serveis,22002855,2022,DO i CSS Proj. Rehab. paviment parquet Bonnemaison,3509.0,,,MOR ARQUITECTURA TECNICA SL.,B64033228
Gerència de Recursos,Serveis,22002404,2022,Lloguer furgó elèctric pel CAACB,6352.5,,,"MOVELCO MOBILITY, S.L.",B27784248
Districte de Sants-Montjuïc,Serveis,22002414,2022,Camí Montjuïc 360º,14818.47,2022-07-23,2022-10-22 00:00:00,NABLABCN STUDIO SCP,J67436410
Gerència Medi Ambient i Serveis Urbans,Serveis,22002621,2022,Realització de vídeos l'Assemblea Ciutadana Clima,11192.5,2022-09-02,2023-05-01 00:00:00,NIHAO FILMS SCP,J65802936
Gerència de Recursos,Serveis,22002486,2022,Avaluació estat conserv. col·lecció Martí Codolar,17835.4,,,"NUBILUM, SL",B66011594
Gerència de Recursos,Serveis,22002390,2022,Dret de reproducció de fotografies L'Aliança,96.8,,,NYA INSTITUT D'ESTUDIS FOTOGRÀ,G60312642
Gerència de Recursos,Serveis,22002841,2022,Dret de reproducció de fotografies Barcelona Desap,24.2,,,NYA INSTITUT D'ESTUDIS FOTOGRÀ,G60312642
Gerència de Recursos,Obres,22002752,2022,Obres reforma vestidor masculí pl 5 Ed. Nou,44320.76,2022-09-23,2022-12-23 00:00:00,"OBRES I CONTRACTES PENTA, S.A.",A60514643
Gerència de Recursos,Obres,22002890,2022,Obres ref espai pl1 Avinyó 15 accés pl bx Pou Dolç,33729.56,,,"OBRES I CONTRACTES PENTA, S.A.",A60514643
Districte de Gràcia,Serveis,22002597,2022,Treballs de fusteria a Biblioteca Vila de Gràcia,12922.9,2022-09-01,2022-10-31 00:00:00,OBRES MAVIC SL,B66856972
Districte de Sant Martí,Serveis,22002563,2022,Serveis avantprojecte CB Maresme,13915.0,,,OIKOSVIA ARQUITECTURA S.C.C.L.,F62896634
Gerència de Recursos,Serveis,22002401,2022,Programa mentoring,3630.0,,,OPTIMAS 2012 S.L,B65878688
Districte de Sarrià - Sant Gervasi,Serveis,22002622,2022,CONTROL INTEL.LIGENT CALEFACCIO CASA ORLANDAI,2405.48,2022-09-01,2023-08-31 00:00:00,ORPHEUS SOLUTIONS S.L.,B55320311
Districte de Ciutat Vella,Serveis,22003041,2022,Redacció projecte 2a fase insonoritz. P. Alòs,1754.5,,,"OTP SERVEIS D'ENGINYERIA, SL",B61679452
Districte de Ciutat Vella,Obres,22002863,2022,"Obertura cales, inf actuació façana pati tarongers",3533.2,,,"PATRIMONI 2.0 CONSULTORS, SL",B65234882
Districte de Ciutat Vella,Serveis,22002719,2022,Estudi Analític morters façana Patí tarongers CV,726.0,2022-08-10,2022-09-30 00:00:00,"PATRIMONI 2.0 CONSULTORS, SL",B65234882
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22002209,2022,Instal·lar línies de vida autobombes SPCPEIS,17678.16,2022-07-12,2022-12-31 00:00:00,"PEGASUS REPAIRS & SUPRELIES, S",B90188590
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22002655,2022,Projecte executiu vestidors Ed.Ciutat de Barcelona,18089.5,2022-09-07,2022-12-31 00:00:00,"PEGI ENGINEERING, S.L.P.",B64902737
Districte de l'Eixample,Serveis,22002378,2022,Auditoria climatització Biblioteca i CC Fort Pienc,6473.5,,,"PEGI ENGINEERING, S.L.P.",B64902737
Districte d' Horta-Guinardó,Serveis,22002628,2022,Aula d'Escacs als centres educatius d'HG,2548.0,2022-08-06,2022-12-31 00:00:00,PEONA I PEO CLUB D'ESCACS,G63165708
Districte de Ciutat Vella,Serveis,22002518,2022,"DF + CSS Obres Lavabo Rec, 27",2207.04,2022-07-21,2022-08-31 00:00:00,PIO KOKO TRADE S.L.,B67034918
Districte de Ciutat Vella,Subministraments,22003011,2022,Subm. suports ajustables per monitors Districte,3133.9,,,PMC GRUP 1985 SA,A58093816
Districte de l'Eixample,Obres,22002713,2022,Obres adeq solar xamfra Comte Borrell-Av.Paral·lel,47861.34,,,"POPULAR TARGET, SL",B66924762
Districte de Sarrià - Sant Gervasi,Serveis,22002569,2022,"Activitats culturals CanFerrer,11set i nadal",12846.5,2022-07-28,2022-12-31 00:00:00,POSE CORP SL,B67246793
Districte de l'Eixample,Serveis,22002739,2022,Serveis d'informació a locals comercial per obres,9496.56,2022-09-12,2022-12-31 00:00:00,POSE CORP SL,B67246793
Districte de Sarrià - Sant Gervasi,Serveis,22002840,2022,instal.lacio i gestio punt lila FM Sarrià,2359.5,2022-10-01,2022-10-07 00:00:00,POSE CORP SL,B67246793
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22002811,2022,Instal·lació tanques festes Mercè 2022,13092.2,2022-09-16,2022-10-31 00:00:00,POWER BAND PRODUCTIONS S.L,B61924791
"Ger. Àrea Economia, Recursos i Prom.Eco",Serveis,22002238,2022,Formació Comerços Verds,15754.2,,,"PROCOM RETAIL, SOCIEDAD LIMITA",B67020834
Gerència d'Area d'Ecologia Urbana,Serveis,22002391,2022,Revisió Sistema d'Atenció Ciutadana - Neteja,17443.36,2022-07-15,2022-12-31 00:00:00,PRODIGIOSO VOLCAN SL,B86080611
"Ger. Drets Socials, Just. Global, Femini",Serveis,22002803,2022,Lloguer de l'espai per celebrar FiraGran 2022,16940.0,2022-09-06,2022-10-21 00:00:00,"PROFEI, SL",B60035490
"Ger. Drets Socials, Just. Global, Femini",Serveis,22002869,2022,Pla Avaluació diagnòstica dels projectes de la D.,16258.24,2022-09-14,2022-09-26 00:00:00,PROGESS PROJEC.GESTIO SERVEIS,B59960526
Districte de Sants-Montjuïc,Serveis,22002883,2022,Procés escolta afectats fase 3 MPGM Calaix Sants,7612.45,2022-09-28,2022-12-31 00:00:00,PROGESS PROJEC.GESTIO SERVEIS,B59960526
Districte d' Horta-Guinardó,Serveis,22002431,2022,Dinamització Casal Teixonera,6718.18,2022-09-01,2022-12-31 00:00:00,PROGESS PROJEC.GESTIO SERVEIS,B59960526
Districte de Nou Barris,Serveis,22003000,2022,SUPORT IMPLEMENTACIÓ MESURA CONVIVENCIA,6178.77,2022-09-28,2022-12-31 00:00:00,PROGESS PROJEC.GESTIO SERVEIS,B59960526
Districte de Sant Andreu,Serveis,22002937,2022,DIR OBRA I COORD S I S INST GUINGUETA PEGASO,5989.5,2022-09-26,2022-10-31 00:00:00,PROJECTES ENG. URBANISME PAYA&,B64925977
Gerència de l'Arquitecte en Cap,Serveis,22002485,2022,Inf. anàlisi impacte eixos Eix. preus immobiliari,18125.8,2022-07-18,2022-11-18 00:00:00,PROMO ASSESSORS CONSULTORS,A58706045
Districte de l'Eixample,Serveis,22002672,2022,Poducció material comunicació gran format,4991.25,,,PUBLISERVEI SL,B59127431
"Ger. Àrea Cultura, Educ., Ciència i Com.",Serveis,22002576,2022,"Juguem a les places, quiosc mòbil",18148.79,2022-09-02,2022-12-31 00:00:00,PUÇA ESPECTACLES SL,B63715767
Districte de Sant Andreu,Serveis,22002394,2022,Foment de jocs per a famílies a l’espai públic,12584.0,2022-07-13,2022-11-14 00:00:00,PUÇA ESPECTACLES SL,B63715767
Districte de Les Corts,Serveis,22002566,2022,Orquestra FM Les Corts 2022,5929.0,2022-07-25,2022-10-31 00:00:00,PUÇA ESPECTACLES SL,B63715767
Districte de Sant Andreu,Serveis,22002341,2022,Animació CC Baró de Viver agost 2022,5421.36,2022-08-01,2022-08-31 00:00:00,PUÇA ESPECTACLES SL,B63715767
Districte de Les Corts,Serveis,22002996,2022,DINAMITZACIÓ DEL PREGÓ DE FESTA MAJOR,3025.0,2022-09-26,2022-10-03 00:00:00,PUÇA ESPECTACLES SL,B63715767
Gerència d'Urbanisme,Subministraments,22002292,2022,COMPRA FUNDES ACREDITACIONS LOGOTIPADES,6046.98,2022-07-11,2022-08-11 00:00:00,"PUNTOTRES BAGS&BELTS, S.L.",B67565291
Districte de Nou Barris,Serveis,22002589,2022,ACTIVITATS COMPLEMENTÀRIES EN EDUCACIÓ,9630.08,2022-07-29,2022-10-31 00:00:00,QSL SERVEIS CULTURALS S.L.,B60641925
Districte d' Horta-Guinardó,Serveis,22002251,2022,Activitats de gènere,1000.0,2022-07-05,2022-12-31 00:00:00,QSL SERVEIS CULTURALS S.L.,B60641925
Districte de Gràcia,Obres,22002608,2022,Obres millora estanqueïtat Biblioteca Jaume Fuster,17928.57,2022-09-06,2022-12-31 00:00:00,"QUIMANNA ARQUITECTURA, SL",B63847313
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22002954,2022,Rehabilitació vehicles històrics SPCPEIS,17999.8,,2022-12-31 00:00:00,"RACSO TRUCKS&TRAILERS, SL",B66623158
Districte de Sants-Montjuïc,Serveis,22002837,2022,Diagnosi afectació MPGM Calaix de Sants,10998.9,2022-09-21,2022-12-31 00:00:00,RAONS PUBLIQUES S.C.C.L.,F66462888
Districte de Ciutat Vella,Projecte i Obres,22002677,2022,Redacció projecte oficina CC Drassanes,6999.85,2022-08-06,2022-11-30 00:00:00,"RAZOOM21, S.L.",B66605379
Districte de Ciutat Vella,Serveis,22002690,2022,Serv. projecte Benestar Emocional Ciutat Vella,6001.6,2022-08-10,2022-12-31 00:00:00,RECURSOS D'ANIMACIO INTERCULTU,G60303054
Districte de Nou Barris,Serveis,22002319,2022,MONITORS DE SUPORT D'ESTIU,8500.0,2022-07-06,2022-10-06 00:00:00,RELLEU CULTURAL S.L.,B66987769
Gerència Municipal,Serveis,22002499,2022,Gestió cartes enquesta Sociodemogràfica 2022,1990.45,,,REPROMABE SL,B59587196
Gerència de Mobilitat i Infraestructures,Serveis,22002473,2022,Serveis reprografia Gerència de Mobilitat i Infrae,1000.0,2022-08-01,2022-12-31 00:00:00,"REPROPAP, S.L.",B66456120
"Ger. Àrea Cultura, Educ., Ciència i Com.",Serveis,22002316,2022,Organització de La Gran Batuda,887.0,2022-07-06,2022-07-31 00:00:00,RROMANE SIKLYOVNE (ASS. JOVES,G65688780
"Ger. Drets Socials, Just. Global, Femini",Serveis,22002356,2022,Campanya sobre les ITS,8470.0,2022-07-12,2022-09-30 00:00:00,RUN EXTRABOLD SL,B64039548
"Ger. Drets Socials, Just. Global, Femini",Serveis,22002743,2022,Difusió d’actuacions i serveis de Salut Mental,5929.0,2022-08-23,2022-12-30 00:00:00,RUN EXTRABOLD SL,B64039548
Districte de Nou Barris,Serveis,22002191,2022,ORIENTACIÓ ACOMPANYAMENT JOVES ITINERARI FORMATIU,14850.0,2022-07-06,2022-12-31 00:00:00,SALESIANS SANT JORDI,R0800885F
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22002176,2022,An. mercat nova ubicació Sala Conjunta Comandament,16940.0,2022-07-05,2022-12-31 00:00:00,SAVILLS BARCELONA SA,A60987930
Districte de Gràcia,Serveis,22002964,2022,Redacció proj. Trav. Gràcia entre Gran i T. l'Olla,16335.0,2022-09-30,2022-11-30 00:00:00,"SCOB ARQUITECTURA I PAISATGE,",B65991572
Districte de Gràcia,Obres,22002410,2022,Obres accessibilitat entorn Insti. Montserrat Roig,48381.37,2022-07-21,2022-08-21 00:00:00,SERV. INTEGRALS MANTENIMENT RU,A60744216
Districte de l'Eixample,Obres,22002740,2022,Obres vorera Nàpols entre Rosselló-Provença,48325.59,,,SERV. INTEGRALS MANTENIMENT RU,A60744216
Districte d' Horta-Guinardó,Obres,22002652,2022,SG - Actuacions millora Pl. Font del Roure,36751.96,2022-09-02,2022-12-31 00:00:00,SERV. INTEGRALS MANTENIMENT RU,A60744216
Districte de Gràcia,Subministraments,22003010,2022,Subministrament de material per a actes,18147.58,2022-09-28,2022-12-31 00:00:00,"SERVEIS  L'ESPECTACLE RULOT, S",B67068874
Districte de Gràcia,Subministraments,22002726,2022,Escenografia per a actes via pública,15546.12,2022-08-09,2022-12-31 00:00:00,"SERVEIS  L'ESPECTACLE RULOT, S",B67068874
Districte de Sant Andreu,Obres,22003026,2022,SANEJAT I PINTAT FAÇANES PRALS BIBL T VELLA,47395.23,2022-09-30,2022-12-31 00:00:00,"SERVEIS INTEGRALS VICDAMA, SLU",B65875023
Districte de Sants-Montjuïc,Obres,22002464,2022,Substitució de calderes Auditori Cotxeres de Sants,47130.71,2022-08-03,2022-10-02 00:00:00,"SERVEIS INTEGRALS VICDAMA, SLU",B65875023
Districte de Sant Martí,Obres,22002861,2022,Obres adequació elèctrica local C. Sibèlius,45424.14,,,"SERVEIS INTEGRALS VICDAMA, SLU",B65875023
Districte de Sants-Montjuïc,Obres,22002775,2022,OBRES ESMENA DEFICIÈNCIES CC CASINET I CC COTXERES,44558.17,2022-09-15,2022-11-30 00:00:00,SERVICIOS E INSTALACIONES ALDA,B61563169
Districte de Sant Martí,Obres,22001842,2022,Obres instal·lació vidres Biblioteca Alchemika,43819.74,,,SERVICIOS E INSTALACIONES ALDA,B61563169
Districte de Sant Andreu,Obres,22002663,2022,"Mesures de protecció, Centre Cívic Trinitat Vella",13394.05,2022-08-03,2022-12-31 00:00:00,SERVICIOS E INSTALACIONES ALDA,B61563169
Districte de Nou Barris,Serveis,22002729,2022,ACOMPANYAMENT EN ELS DRETS ENERGÈTICS DE ZONA NORD,15009.95,2022-09-05,2022-12-30 00:00:00,SERVICIOS SOCIALES HABILITADOR,B85515633
Gerència d'Àrea de Seguretat i Prevenció,Subministraments,22002328,2022,Submin. paper en raima reciclat per a la GSP,12321.42,2022-07-07,2022-12-31 00:00:00,SET-PRAT PAPER DISTRIBUCIONS S,A58707340
Gerència de Mobilitat i Infraestructures,Serveis,22002483,2022,Servei d'auditoria projecte túnel Vila Olimpica,17908.0,2022-08-01,2023-08-01 00:00:00,"SGS TECNOS, S.A.",A28345577
Districte de Nou Barris,Serveis,22002455,2022,ASS. TEC. PROJ. DESBROSSAMENT I AIXECAMENT TOPOGRA,5263.5,2022-07-19,2022-08-19 00:00:00,"SGS TECNOS, S.A.",A28345577
Gerència de Pressupostos i Hisenda,Serveis,22002489,2022,Traspàs comptabilitat FJMR a SAP Ecofin,17549.84,,,SINERGIA EMPRESA 2010 SL,B67568501
Districte d' Horta-Guinardó,Serveis,22002654,2022,Streaming dels òrgans de participació del District,17227.98,2022-08-17,2022-12-31 00:00:00,SIOL TECNOLOGIA SL,B63916340
Gerència Medi Ambient i Serveis Urbans,Serveis,22002325,2022,Acompanyament Microxarxa Actuem pel clima 22-23,14939.97,2022-07-22,2023-06-30 00:00:00,"SM, SISTEMAS MEDIOAMBIENTALES,",B61461810
"Ger. Drets Socials, Just. Global, Femini",Serveis,22002506,2022,Taxació local carrer Molí 110,508.2,2022-07-19,2022-09-15 00:00:00,"SOCIEDAD DE TASACIÓN, S.A.",A28808145
Gerència d'Àrea de Seguretat i Prevenció,Subministraments,22002208,2022,Submin. caixes de seguretat per edificis GUB,10902.96,2022-07-12,2022-12-31 00:00:00,SOLER SEGURIDAD SERVICIO TECNI,B61305744
Gerència de Recursos,Privat d'Administració Pública,22002851,2022,Subscripció base de dades Steelter 2022,6043.95,,,STEELTER TALENT SOLUTIONS SL,B66016981
Gerència de Recursos,Serveis,22002255,2022,Càlcul cost-benefici repositori BCNROC,15406.93,,,STONE SOUP CONSULTING LDA,508742765
Gerència Municipal,Serveis,22002245,2022,Assessorament informes GM,3146.0,,,STORYDATA SL,B42771956
Districte de Nou Barris,Obres,22002981,2022,OBRES CONSTRUCCIÓ 2 MÒDULS MERCAT NÚRIA,24734.82,2022-09-27,2022-12-31 00:00:00,"SUBMINISTRES INDUSTRIALS S.M.,",B61855789
Gerència d'Area d'Ecologia Urbana,Subministraments,22002425,2022,Elements de comunicació,18139.11,2022-07-18,2023-07-18 00:00:00,"SUNDIS, S.A.",A08652828
Districte de Sarrià - Sant Gervasi,Serveis,22002645,2022,MEMORIES CORRECCIO DEFECTES PRL 4 EQUIPAMENTS,5420.8,2022-08-01,2022-12-31 00:00:00,"TABER MANAGEMENT, S.L.",B66157546
Districte de Les Corts,Serveis,22003006,2022,DOICSIS OBRA SUBSTITUCIÓ PAVIMENT EDIFICI ATALAYA,4014.78,2022-09-28,2022-12-31 00:00:00,TALLER ARQUITECTURA NINKASI 78,B67402917
Districte d' Horta-Guinardó,Serveis,22001778,2022,SERVEIS PER INAGURACIONS 2022,18000.0,2022-07-05,2022-12-31 00:00:00,TALLER DE CULTURA S.L.,B62436738
Districte de l'Eixample,Serveis,22002461,2022,Servei Distribució productes comunicació,14520.0,,,TALLER DE CULTURA S.L.,B62436738
Districte de Sarrià - Sant Gervasi,Serveis,22002918,2022,Distribució de Cartelleria,4597.9,2022-10-10,2022-12-31 00:00:00,TALLER DE CULTURA S.L.,B62436738
Districte de Gràcia,Serveis,22002708,2022,Visites a la torre del campanar,4800.0,2022-08-14,2022-12-31 00:00:00,TALLER D'HISTORIA DE GRACIA CE,G60573219
Districte de Sarrià - Sant Gervasi,Obres,22002500,2022,SUBMI I COL.LOCACIO MONOLIT JARDINS CAMP DE SARRIA,3622.8,2022-07-20,2022-12-31 00:00:00,"TALLERES RUESCA, SCP",J62447487
Districte de Les Corts,Subministraments,22002415,2022,Subministrament Taules Hort Urbà Ludoteca Guitard,1470.0,2022-07-18,2022-09-16 00:00:00,"TARPUNA, SCCL",F65735714
Districte de Sant Martí,Serveis,22002771,2022,Renovació de 6 elements de senyalització,4830.36,,,TAS IMAgen y COMUNICACION SL,B60474251
Districte de Sants-Montjuïc,Serveis,22002544,2022,Suport a la Interculturalitat,17722.89,2022-10-10,2023-06-30 00:00:00,"TASCA SERVEIS D ANIMACIO,S.L.",B59533190
Districte de Sants-Montjuïc,Privat d'Administració Pública,22002946,2022,Concerts pel programa Viu Montjuïc 2022,4522.38,2022-10-04,2022-12-31 00:00:00,"TASCA SERVEIS D ANIMACIO,S.L.",B59533190
"Ger. Àrea Economia, Recursos i Prom.Eco",Serveis,22002826,2022,Projecte subvenció digitalització,16335.0,,,"TECHFORCE, SL",B62821152
Gerència de Mobilitat i Infraestructures,Serveis,22002616,2022,Legalització instal·lacions elèctriques,17227.98,2022-08-24,2022-12-31 00:00:00,TECNICS ASSISTENTS AL DISSENY,B63284020
Districte de Ciutat Vella,Obres,22002990,2022,Instal·lació tanca a coberta CSPA,2795.1,,,"TECNIVALL EUROPA, SL",B60688942
Districte de Gràcia,Obres,22002599,2022,Obres de pavimentació escales Bib. Vila de Gràcia,48322.8,2022-09-06,2022-12-31 00:00:00,TEISER MATENIMENTS SL,B65887184
Districte d' Horta-Guinardó,Obres,22002392,2022,"C - Obres reforma sala, servei i magatz. CC Carmel",19049.51,2022-07-20,2022-11-20 00:00:00,TEISER MATENIMENTS SL,B65887184
